Timestamp, Frame, Slot, IMSI, RNTI, UID, UE_No, DL_THR, UL_THR, ,PH_dB, PCMAX_dBm, AVG_RSRP, CQI, RI, raw_rssi, ul_rssi, dl_max_mcs, sched_ul_bytes, estimated_ul_buffer, num_total_bytes, dl_pdus_total, ,dl_BLER, dl_MCS, dlsch_errors, dlsch_total_bytes, dlsch_current_bytes, dlsch_total_rbs, dlsch_current_rbs, dl_num_mac_sdu, dl_lc4_bytes, dl_lc4_id, dl_lc4_sst,dl_lc4_sd, dl_lc5_bytes, dl_lc5_id, dl_lc5_sst,dl_lc5_sd, ,ul_BLER, ul_MCS, ulsch_errors, ulsch_total_bytes, ulsch_current_bytes, ulsch_total_rbs, ulsch_current_rbs, ul_num_mac_sdu, SNR, slice2_max_ratio, ,
0,632,1,0010100000107XX,4251,1,1,13.783203,155.598480, ,58,21,-103,0,1,720,0,28,602,0,0,0, ,0.04080,9,142,28232828,0,442785,0,79735,2734827,1,1,000000,0,0,0,000000, ,0.09658,6,0,90231487,301,3473178,10,116674,160,100, ,
1,632,3,0010100000107XX,4251,1,1,13.769423,155.598480, ,58,21,-103,0,1,720,0,28,602,0,0,0, ,0.04080,9,142,28232828,0,442785,0,79735,2734827,1,1,000000,0,0,0,000000, ,0.09658,6,0,90231487,301,3473178,10,116674,160,100, ,
2,632,4,0010100000107XX,4251,1,1,13.762538,155.598480, ,58,21,-103,0,1,689,0,28,301,0,0,0, ,0.04080,9,142,28232828,0,442785,0,79735,2734827,1,1,000000,0,0,0,000000, ,0.09658,6,0,90231788,301,3473178,10,116675,140,100, ,
3,632,7,0010100000107XX,4251,1,1,13.741903,155.547012, ,58,21,-103,0,1,704,0,28,63,0,0,0, ,0.04080,9,142,28232828,0,442785,0,79735,2734827,1,1,000000,0,0,0,000000, ,0.09658,6,0,90232089,0,3473188,0,116675,135,100, ,
4,632,9,0010100000107XX,4251,1,1,13.741903,155.547012, ,58,21,-103,0,1,704,0,28,63,0,0,0, ,0.04080,9,142,28232828,0,442785,0,79735,2734827,1,1,000000,0,0,0,000000, ,0.09658,6,0,90232089,0,3473188,0,116675,135,100, ,
5,632,12,0010100000107XX,4251,1,1,13.721300,155.547012, ,58,21,-103,0,1,704,0,28,63,0,0,0, ,0.04080,9,142,28232828,0,442785,0,79735,2734827,1,1,000000,0,0,0,000000, ,0.09658,6,0,90232089,0,3473188,0,116675,135,100, ,
6,632,14,0010100000107XX,4251,1,1,13.707582,155.547012, ,58,21,-103,0,1,710,0,28,0,276,0,0, ,0.04080,9,142,28232828,0,442785,0,79735,2734827,1,1,000000,0,0,0,000000, ,0.09658,6,0,90232152,0,3473188,0,116676,145,100, ,
7,632,16,0010100000107XX,4251,1,1,13.693877,155.529999, ,58,21,-103,0,1,710,0,28,578,276,0,0, ,0.04080,9,142,28232828,0,442785,0,79735,2734827,1,1,000000,0,0,0,000000, ,0.09658,6,0,90232152,301,3473241,10,116676,145,100, ,
9,632,18,0010100000107XX,4251,1,1,13.687030,155.602737, ,58,21,-103,0,1,710,0,28,879,276,0,0, ,0.04080,9,142,28232828,0,442785,0,79735,2734827,1,1,000000,0,0,0,000000, ,0.09658,6,0,90232152,301,3473251,10,116676,145,100, ,
10,633,0,0010100000107XX,4251,1,1,13.680186,155.602737, ,58,21,-103,0,1,710,0,28,879,276,0,0, ,0.04080,9,142,28232828,0,442785,0,79735,2734827,1,1,000000,0,0,0,000000, ,0.09658,6,0,90232152,301,3473251,10,116676,145,100, ,
