Timestamp, Frame, Slot, IMSI, RNTI, UID, UE_No, DL_THR, UL_THR, ,PH_dB, PCMAX_dBm, AVG_RSRP, CQI, RI, raw_rssi, ul_rssi, dl_max_mcs, sched_ul_bytes, estimated_ul_buffer, num_total_bytes, dl_pdus_total, ,dl_BLER, dl_MCS, dlsch_errors, dlsch_total_bytes, dlsch_current_bytes, dlsch_total_rbs, dlsch_current_rbs, dl_num_mac_sdu, dl_lc4_bytes, dl_lc4_id, dl_lc4_sst,dl_lc4_sd, dl_lc5_bytes, dl_lc5_id, dl_lc5_sst,dl_lc5_sd, ,ul_BLER, ul_MCS, ulsch_errors, ulsch_total_bytes, ulsch_current_bytes, ulsch_total_rbs, ulsch_current_rbs, ul_num_mac_sdu, SNR, slice2_max_ratio, ,
0,198,15,0010100000107XX,8462,0,1,37.465431,179.042053, ,67,21,-99,0,1,697,0,28,92,0,58,0, ,0.06558,23,44,31271864,0,324731,0,61482,2354298,1,1,000000,0,0,0,000000, ,0.07650,10,5,57346192,92,2107553,10,74511,145,100, ,
1,198,18,0010100000107XX,8462,0,1,37.707832,179.119537, ,67,21,-99,0,1,697,0,28,934,0,0,0, ,0.06558,23,44,31272424,0,324736,0,61483,2354356,1,1,000000,0,0,0,000000, ,0.07650,10,5,57346192,421,2107573,10,74511,145,100, ,
2,199,0,0010100000107XX,8462,0,1,37.688976,179.119537, ,67,21,-99,0,1,697,0,28,934,0,0,0, ,0.06558,23,44,31272424,0,324736,0,61483,2354356,1,1,000000,0,0,0,000000, ,0.07650,10,5,57346192,421,2107573,10,74511,145,100, ,
3,199,2,0010100000107XX,8462,0,1,37.651295,179.119537, ,67,21,-99,0,1,697,0,28,934,0,3,0, ,0.06558,23,44,31272424,0,324736,0,61483,2354356,1,1,000000,0,0,0,000000, ,0.07650,10,5,57346192,421,2107573,10,74511,145,100, ,
4,199,3,0010100000107XX,8462,0,1,37.912468,179.119537, ,67,21,-99,0,1,704,0,28,842,0,0,0, ,0.06558,23,44,31272984,0,324741,0,61484,2354359,1,1,000000,0,0,0,000000, ,0.07650,10,5,57346284,421,2107573,10,74512,150,100, ,
5,199,6,0010100000107XX,8462,0,1,37.855625,179.196854, ,61,21,-99,0,1,704,0,28,92,0,0,0, ,0.06558,23,44,31272984,0,324741,0,61484,2354359,1,1,000000,0,0,0,000000, ,0.07650,10,5,57347126,0,2107583,0,74512,145,100, ,
6,199,8,0010100000107XX,8462,0,1,37.836697,179.107254, ,61,21,-99,0,1,704,0,28,92,0,0,0, ,0.06558,23,44,31272984,0,324741,0,61484,2354359,1,1,000000,0,0,0,000000, ,0.07650,10,5,57347126,0,2107583,0,74512,145,100, ,
7,199,11,0010100000107XX,8462,0,1,37.798866,179.107254, ,61,21,-99,0,1,704,0,28,92,0,0,0, ,0.06558,23,44,31272984,0,324741,0,61484,2354359,1,1,000000,0,0,0,000000, ,0.07650,10,5,57347126,0,2107583,0,74512,145,100, ,
8,199,12,0010100000107XX,8462,0,1,37.779964,179.107254, ,61,21,-99,0,1,704,0,28,92,0,0,0, ,0.06558,23,44,31272984,0,324741,0,61484,2354359,1,1,000000,0,0,0,000000, ,0.07650,10,5,57347126,0,2107583,0,74512,145,100, ,
10,199,15,0010100000107XX,8462,0,1,37.723320,179.017700, ,61,21,-99,0,1,710,0,28,0,0,0,0, ,0.06558,23,44,31272984,0,324741,0,61484,2354359,1,1,000000,0,0,0,000000, ,0.07650,10,5,57347218,0,2107583,0,74512,140,100, ,
11,199,17,0010100000107XX,8462,0,1,37.685604,179.049225, ,61,21,-99,0,1,710,0,28,842,0,0,0, ,0.06558,23,44,31272984,0,324741,0,61484,2354359,1,1,000000,0,0,0,000000, ,0.07650,10,5,57347218,421,2107603,10,74512,140,100, ,
12,199,19,0010100000107XX,8462,0,1,37.685604,179.049225, ,61,21,-99,0,1,710,0,28,842,0,0,0, ,0.06558,23,44,31272984,0,324741,0,61484,2354359,1,1,000000,0,0,0,000000, ,0.07650,10,5,57347218,421,2107603,10,74512,140,100, ,
13,200,1,0010100000107XX,8462,0,1,37.647926,179.049225, ,61,21,-99,0,1,710,0,28,842,0,0,0, ,0.06558,23,44,31272984,0,324741,0,61484,2354359,1,1,000000,0,0,0,000000, ,0.07650,10,5,57347218,421,2107603,10,74512,140,100, ,
14,200,3,0010100000107XX,8462,0,1,37.610287,179.049225, ,61,21,-99,0,1,710,0,28,842,0,0,0, ,0.06558,23,44,31272984,0,324741,0,61484,2354359,1,1,000000,0,0,0,000000, ,0.07650,10,5,57347218,421,2107603,10,74512,140,100, ,
15,200,5,0010100000107XX,8462,0,1,37.572685,179.170197, ,61,21,-99,0,1,697,0,28,421,0,58,0, ,0.06558,23,44,31272984,0,324741,0,61484,2354359,1,1,000000,0,0,0,000000, ,0.07650,10,5,57347639,421,2107603,46,74513,135,100, ,
16,200,8,0010100000107XX,8462,0,1,37.814980,179.201462, ,61,21,-99,0,1,697,0,28,421,0,0,0, ,0.06558,23,44,31273544,0,324746,0,61485,2354417,1,1,000000,0,0,0,000000, ,0.07650,10,5,57347639,0,2107603,0,74513,135,100, ,
17,200,10,0010100000107XX,8462,0,1,37.796070,179.201462, ,61,21,-99,0,1,697,0,28,421,0,0,0, ,0.06558,23,44,31273544,0,324746,0,61485,2354417,1,1,000000,0,0,0,000000, ,0.07650,10,5,57347639,0,2107603,0,74513,135,100, ,
18,200,12,0010100000107XX,8462,0,1,37.758282,179.201462, ,61,21,-99,0,1,697,0,28,421,0,0,0, ,0.06558,23,44,31273544,0,324746,0,61485,2354417,1,1,000000,0,0,0,000000, ,0.07650,10,5,57347639,0,2107603,0,74513,135,100, ,
19,200,14,0010100000107XX,8462,0,1,37.720531,179.201462, ,67,21,-99,0,1,704,0,28,0,0,3,0, ,0.06558,23,44,31273544,0,324746,0,61485,2354417,1,1,000000,0,0,0,000000, ,0.07650,10,5,57348060,0,2107603,0,74513,145,100, ,
21,200,17,0010100000107XX,8462,0,1,37.943695,179.189255, ,67,21,-99,0,1,704,0,28,934,0,0,0, ,0.06558,23,44,31274104,0,324751,0,61486,2354420,1,1,000000,0,0,0,000000, ,0.07650,10,5,57348060,421,2107633,10,74513,145,100, ,
22,200,19,0010100000107XX,8462,0,1,37.943695,179.189255, ,67,21,-99,0,1,704,0,28,934,0,0,0, ,0.06558,23,44,31274104,0,324751,0,61486,2354420,1,1,000000,0,0,0,000000, ,0.07650,10,5,57348060,421,2107633,10,74513,145,100, ,
23,201,1,0010100000107XX,8462,0,1,37.905758,179.189255, ,67,21,-99,0,1,704,0,28,934,0,0,0, ,0.06558,23,44,31274104,0,324751,0,61486,2354420,1,1,000000,0,0,0,000000, ,0.07650,10,5,57348060,421,2107633,10,74513,145,100, ,
24,201,3,0010100000107XX,8462,0,1,37.867859,179.189255, ,67,21,-99,0,1,710,0,28,842,0,0,0, ,0.06558,23,44,31274104,0,324751,0,61486,2354420,1,1,000000,0,0,0,000000, ,0.07650,10,5,57348152,421,2107633,10,74514,160,100, ,
25,201,5,0010100000107XX,8462,0,1,37.829998,179.310150, ,67,21,-99,0,1,697,0,28,842,0,0,0, ,0.06558,23,44,31274104,0,324751,0,61486,2354420,1,1,000000,0,0,0,000000, ,0.07650,10,5,57348152,421,2107633,46,74514,140,100, ,
26,201,8,0010100000107XX,8462,0,1,37.792175,179.551758, ,67,21,-99,0,1,697,0,28,842,0,0,0, ,0.06558,23,44,31274104,0,324751,0,61486,2354420,1,1,000000,0,0,0,000000, ,0.07650,10,5,57348152,0,2107633,0,74514,140,100, ,
27,201,10,0010100000107XX,8462,0,1,37.773277,179.551758, ,67,21,-99,0,1,697,0,28,842,0,0,0, ,0.06558,23,44,31274104,0,324751,0,61486,2354420,1,1,000000,0,0,0,000000, ,0.07650,10,5,57348152,0,2107633,0,74514,140,100, ,
28,201,12,0010100000107XX,8462,0,1,37.735512,179.551758, ,67,21,-99,0,1,697,0,28,842,0,0,0, ,0.06558,23,44,31274104,0,324751,0,61486,2354420,1,1,000000,0,0,0,000000, ,0.07650,10,5,57348152,0,2107633,0,74514,140,100, ,
29,201,13,0010100000107XX,8462,0,1,37.716644,179.551758, ,67,21,-99,0,1,697,0,28,421,0,0,0, ,0.06558,23,44,31274104,0,324751,0,61486,2354420,1,1,000000,0,0,0,000000, ,0.07650,10,5,57348573,0,2107633,0,74514,145,100, ,
30,201,16,0010100000107XX,8462,0,1,37.660095,179.418243, ,61,21,-99,0,1,689,0,28,513,0,0,0, ,0.06558,23,44,31274104,0,324751,0,61486,2354420,1,1,000000,0,0,0,000000, ,0.07650,10,5,57348994,421,2107653,10,74514,130,100, ,
31,201,18,0010100000107XX,8462,0,1,37.641266,179.539032, ,61,21,-99,0,1,689,0,28,934,0,0,0, ,0.06558,23,44,31274104,0,324751,0,61486,2354420,1,1,000000,0,0,0,000000, ,0.07650,10,5,57348994,421,2107663,10,74514,130,100, ,
32,202,0,0010100000107XX,8462,0,1,37.622444,179.539032, ,61,21,-99,0,1,689,0,28,934,0,0,0, ,0.06558,23,44,31274104,0,324751,0,61486,2354420,1,1,000000,0,0,0,000000, ,0.07650,10,5,57348994,421,2107663,10,74514,130,100, ,
33,202,3,0010100000107XX,8462,0,1,37.566036,179.539032, ,61,21,-99,0,1,704,0,28,842,276,0,0, ,0.06558,23,44,31274104,0,324751,0,61486,2354420,1,1,000000,0,0,0,000000, ,0.07650,10,5,57349086,421,2107663,10,74515,150,100, ,
