Timestamp, Frame, Slot, IMSI, RNTI, UID, UE_No, DL_THR, UL_THR, ,PH_dB, PCMAX_dBm, AVG_RSRP, CQI, RI, raw_rssi, ul_rssi, dl_max_mcs, sched_ul_bytes, estimated_ul_buffer, num_total_bytes, dl_pdus_total, ,dl_BLER, dl_MCS, dlsch_errors, dlsch_total_bytes, dlsch_current_bytes, dlsch_total_rbs, dlsch_current_rbs, dl_num_mac_sdu, dl_lc4_bytes, dl_lc4_id, dl_lc4_sst,dl_lc4_sd, dl_lc5_bytes, dl_lc5_id, dl_lc5_sst,dl_lc5_sd, ,ul_BLER, ul_MCS, ulsch_errors, ulsch_total_bytes, ulsch_current_bytes, ulsch_total_rbs, ulsch_current_rbs, ul_num_mac_sdu, SNR, slice2_max_ratio, ,
0,195,6,0010100000107XX,928c,1,1,1.342742,165.804214, ,61,21,-99,0,1,710,0,28,421,0,0,0, ,0.00000,9,43,49899994,0,512999,0,97339,3495762,1,1,000000,0,0,0,000000, ,0.06037,27,4,88163753,0,3315599,0,122931,145,100, ,
1,195,8,0010100000107XX,928c,1,1,1.342070,165.721313, ,61,21,-99,0,1,710,0,28,421,0,0,0, ,0.00000,9,43,49899994,0,512999,0,97339,3495762,1,1,000000,0,0,0,000000, ,0.06037,27,4,88163753,0,3315599,0,122931,145,100, ,
2,195,11,0010100000107XX,928c,1,1,1.340729,165.721313, ,61,21,-99,0,1,710,0,28,421,0,0,0, ,0.00000,9,43,49899994,0,512999,0,97339,3495762,1,1,000000,0,0,0,000000, ,0.06037,27,4,88163753,0,3315599,0,122931,145,100, ,
3,195,12,0010100000107XX,928c,1,1,1.340058,165.721313, ,61,21,-99,0,1,710,0,28,421,0,0,0, ,0.00000,9,43,49899994,0,512999,0,97339,3495762,1,1,000000,0,0,0,000000, ,0.06037,27,4,88163753,0,3315599,0,122931,145,100, ,
4,195,15,0010100000107XX,928c,1,1,1.338049,165.638443, ,61,21,-99,0,1,710,0,28,0,0,0,0, ,0.00000,9,43,49899994,0,512999,0,97339,3495762,1,1,000000,0,0,0,000000, ,0.06037,27,4,88164174,0,3315599,0,122931,150,100, ,
5,195,17,0010100000107XX,928c,1,1,1.336711,165.683334, ,61,21,-99,0,1,710,0,28,842,0,0,0, ,0.00000,9,43,49899994,0,512999,0,97339,3495762,1,1,000000,0,0,0,000000, ,0.06037,27,4,88164174,421,3315619,10,122931,150,100, ,
6,195,19,0010100000107XX,928c,1,1,1.336711,165.683334, ,61,21,-99,0,1,710,0,28,842,0,0,0, ,0.00000,9,43,49899994,0,512999,0,97339,3495762,1,1,000000,0,0,0,000000, ,0.06037,27,4,88164174,421,3315619,10,122931,150,100, ,
7,196,1,0010100000107XX,928c,1,1,1.335375,165.683334, ,61,21,-99,0,1,710,0,28,842,0,0,0, ,0.00000,9,43,49899994,0,512999,0,97339,3495762,1,1,000000,0,0,0,000000, ,0.06037,27,4,88164174,421,3315619,10,122931,150,100, ,
8,196,3,0010100000107XX,928c,1,1,1.334040,165.683334, ,61,21,-99,0,1,710,0,28,842,0,0,0, ,0.00000,9,43,49899994,0,512999,0,97339,3495762,1,1,000000,0,0,0,000000, ,0.06037,27,4,88164174,421,3315619,10,122931,150,100, ,
10,196,3,0010100000107XX,928c,1,1,1.334040,165.683334, ,61,21,-99,0,1,710,0,28,842,0,0,0, ,0.00000,9,43,49899994,0,512999,0,97339,3495762,1,1,000000,0,0,0,000000, ,0.06037,27,4,88164174,421,3315619,10,122931,150,100, ,
