Timestamp, Frame, Slot, IMSI, RNTI, UID, UE_No, DL_THR, UL_THR, ,PH_dB, PCMAX_dBm, AVG_RSRP, CQI, RI, raw_rssi, ul_rssi, dl_max_mcs, sched_ul_bytes, estimated_ul_buffer, num_total_bytes, dl_pdus_total, ,dl_BLER, dl_MCS, dlsch_errors, dlsch_total_bytes, dlsch_current_bytes, dlsch_total_rbs, dlsch_current_rbs, dl_num_mac_sdu, dl_lc4_bytes, dl_lc4_id, dl_lc4_sst,dl_lc4_sd, dl_lc5_bytes, dl_lc5_id, dl_lc5_sst,dl_lc5_sd, ,ul_BLER, ul_MCS, ulsch_errors, ulsch_total_bytes, ulsch_current_bytes, ulsch_total_rbs, ulsch_current_rbs, ul_num_mac_sdu, SNR, slice2_max_ratio, ,
0,134,5,0010100000107XX,928c,1,1,33.888168,160.106842, ,61,21,-99,0,1,710,0,28,92,0,0,0, ,0.09889,23,40,39693338,0,407592,0,77531,2829144,1,1,000000,0,0,0,000000, ,0.04169,10,4,69423697,92,2617562,10,98098,145,100, ,
1,134,7,0010100000107XX,928c,1,1,33.854286,159.992737, ,61,21,-99,0,1,710,0,28,92,0,0,0, ,0.09889,23,40,39693338,0,407592,0,77531,2829144,1,1,000000,0,0,0,000000, ,0.04169,10,4,69423697,0,2617562,0,98098,145,100, ,
2,134,10,0010100000107XX,928c,1,1,33.837357,159.992737, ,61,21,-99,0,1,710,0,28,92,0,0,0, ,0.09889,23,40,39693338,0,407592,0,77531,2829144,1,1,000000,0,0,0,000000, ,0.04169,10,4,69423697,0,2617562,0,98098,145,100, ,
3,134,12,0010100000107XX,928c,1,1,33.803528,159.992737, ,61,21,-99,0,1,710,0,28,92,0,0,0, ,0.09889,23,40,39693338,0,407592,0,77531,2829144,1,1,000000,0,0,0,000000, ,0.04169,10,4,69423697,0,2617562,0,98098,145,100, ,
4,134,14,0010100000107XX,928c,1,1,33.769730,159.992737, ,61,21,-99,0,1,724,0,28,0,276,0,0, ,0.09889,23,40,39693338,0,407592,0,77531,2829144,1,1,000000,0,0,0,000000, ,0.04169,10,4,69423789,0,2617562,0,98099,165,100, ,
5,134,16,0010100000107XX,928c,1,1,33.735970,159.971268, ,61,21,-99,0,1,724,0,28,698,276,0,0, ,0.09889,23,40,39693338,0,407592,0,77531,2829144,1,1,000000,0,0,0,000000, ,0.04169,10,4,69423789,421,2617601,10,98099,165,100, ,
7,134,18,0010100000107XX,928c,1,1,33.719101,160.101776, ,61,21,-99,0,1,724,0,28,1119,276,0,0, ,0.09889,23,40,39693338,0,407592,0,77531,2829144,1,1,000000,0,0,0,000000, ,0.04169,10,4,69423789,421,2617611,10,98099,165,100, ,
8,135,1,0010100000107XX,928c,1,1,33.685387,160.101776, ,61,21,-99,0,1,724,0,28,1119,276,0,0, ,0.09889,23,40,39693338,0,407592,0,77531,2829144,1,1,000000,0,0,0,000000, ,0.04169,10,4,69423789,421,2617611,10,98099,165,100, ,
9,135,2,0010100000107XX,928c,1,1,33.668545,160.101776, ,61,21,-99,0,1,724,0,28,1119,276,0,0, ,0.09889,23,40,39693338,0,407592,0,77531,2829144,1,1,000000,0,0,0,000000, ,0.04169,10,4,69423789,421,2617611,10,98099,165,100, ,
10,135,4,0010100000107XX,928c,1,1,33.634884,160.101776, ,61,21,-99,0,1,715,0,28,698,0,0,0, ,0.09889,23,40,39693338,0,407592,0,77531,2829144,1,1,000000,0,0,0,000000, ,0.04169,10,4,69424210,421,2617611,10,98099,145,100, ,
11,135,7,0010100000107XX,928c,1,1,33.584454,160.210449, ,61,21,-99,0,1,715,0,28,277,0,0,0, ,0.09889,23,40,39693338,0,407592,0,77531,2829144,1,1,000000,0,0,0,000000, ,0.04169,10,4,69424631,0,2617611,0,98099,145,100, ,
12,135,9,0010100000107XX,928c,1,1,33.584454,160.210449, ,61,21,-99,0,1,715,0,28,277,0,0,0, ,0.09889,23,40,39693338,0,407592,0,77531,2829144,1,1,000000,0,0,0,000000, ,0.04169,10,4,69424631,0,2617611,0,98099,145,100, ,
13,135,11,0010100000107XX,928c,1,1,33.550877,160.210449, ,61,21,-99,0,1,715,0,28,277,0,0,0, ,0.09889,23,40,39693338,0,407592,0,77531,2829144,1,1,000000,0,0,0,000000, ,0.04169,10,4,69424631,0,2617611,0,98099,145,100, ,
14,135,13,0010100000107XX,928c,1,1,33.517330,160.210449, ,61,21,-99,0,1,715,0,28,0,0,3,0, ,0.09889,23,40,39693338,0,407592,0,77531,2829144,1,1,000000,0,0,0,000000, ,0.04169,10,4,69424908,0,2617611,0,98100,150,100, ,
15,135,16,0010100000107XX,928c,1,1,33.746796,160.096268, ,61,21,-99,0,1,715,0,28,513,0,0,0, ,0.09889,23,40,39693898,0,407597,0,77532,2829147,1,1,000000,0,0,0,000000, ,0.04169,10,4,69424908,421,2617631,10,98100,150,100, ,
