Timestamp, Frame, Slot, IMSI, RNTI, UID, UE_No, DL_THR, UL_THR, ,PH_dB, PCMAX_dBm, AVG_RSRP, CQI, RI, raw_rssi, ul_rssi, dl_max_mcs, sched_ul_bytes, estimated_ul_buffer, num_total_bytes, dl_pdus_total, ,dl_BLER, dl_MCS, dlsch_errors, dlsch_total_bytes, dlsch_current_bytes, dlsch_total_rbs, dlsch_current_rbs, dl_num_mac_sdu, dl_lc4_bytes, dl_lc4_id, dl_lc4_sst,dl_lc4_sd, dl_lc5_bytes, dl_lc5_id, dl_lc5_sst,dl_lc5_sd, ,ul_BLER, ul_MCS, ulsch_errors, ulsch_total_bytes, ulsch_current_bytes, ulsch_total_rbs, ulsch_current_rbs, ul_num_mac_sdu, SNR, slice2_max_ratio, ,
0,661,10,0010100000107XX,8462,0,1,36.251637,169.091873, ,61,21,-98,0,1,715,0,28,92,0,0,0, ,0.14869,24,50,35414428,0,367970,0,69532,2654726,1,1,000000,0,0,0,000000, ,0.01372,22,5,66338612,0,2448973,0,84790,150,100, ,
1,661,12,0010100000107XX,8462,0,1,36.215393,169.091873, ,61,21,-98,0,1,715,0,28,92,0,0,0, ,0.14869,24,50,35414428,0,367970,0,69532,2654726,1,1,000000,0,0,0,000000, ,0.01372,22,5,66338612,0,2448973,0,84790,150,100, ,
2,661,14,0010100000107XX,8462,0,1,36.179184,169.091873, ,61,21,-98,0,1,720,0,28,0,0,3,0, ,0.14869,24,50,35414428,0,367970,0,69532,2654726,1,1,000000,0,0,0,000000, ,0.01372,22,5,66338704,0,2448973,0,84790,165,100, ,
3,661,16,0010100000107XX,8462,0,1,36.438862,168.922821, ,61,21,-98,0,1,720,0,28,421,0,0,0, ,0.14869,24,50,35415020,0,367975,0,69533,2654729,1,1,000000,0,0,0,000000, ,0.01372,22,5,66338704,421,2448983,10,84790,165,100, ,
4,661,18,0010100000107XX,8462,0,1,36.420643,169.048859, ,61,21,-98,0,1,720,0,28,842,0,0,0, ,0.14869,24,50,35415020,0,367975,0,69533,2654729,1,1,000000,0,0,0,000000, ,0.01372,22,5,66338704,421,2448993,10,84790,165,100, ,
5,662,1,0010100000107XX,8462,0,1,36.384228,169.048859, ,61,21,-98,0,1,720,0,28,842,0,0,0, ,0.14869,24,50,35415020,0,367975,0,69533,2654729,1,1,000000,0,0,0,000000, ,0.01372,22,5,66338704,421,2448993,10,84790,165,100, ,
6,662,3,0010100000107XX,8462,0,1,36.347851,169.048859, ,61,21,-98,0,1,720,0,28,842,0,0,0, ,0.14869,24,50,35415020,0,367975,0,69533,2654729,1,1,000000,0,0,0,000000, ,0.01372,22,5,66338704,421,2448993,10,84790,165,100, ,
7,662,4,0010100000107XX,8462,0,1,36.329678,169.048859, ,61,21,-98,0,1,715,0,28,421,0,0,0, ,0.14869,24,50,35415020,0,367975,0,69533,2654729,1,1,000000,0,0,0,000000, ,0.01372,22,5,66339125,421,2448993,10,84791,150,100, ,
9,662,7,0010100000107XX,8462,0,1,36.275208,169.051666, ,61,21,-98,0,1,720,0,28,92,0,0,0, ,0.14869,24,50,35415020,0,367975,0,69533,2654729,1,1,000000,0,0,0,000000, ,0.01372,22,5,66339546,0,2449003,0,84791,150,100, ,
10,662,10,0010100000107XX,8462,0,1,36.257069,169.051666, ,61,21,-98,0,1,720,0,28,92,0,0,0, ,0.14869,24,50,35415020,0,367975,0,69533,2654729,1,1,000000,0,0,0,000000, ,0.01372,22,5,66339546,0,2449003,0,84791,150,100, ,
11,662,12,0010100000107XX,8462,0,1,36.220818,169.051666, ,61,21,-98,0,1,720,0,28,92,0,0,0, ,0.14869,24,50,35415020,0,367975,0,69533,2654729,1,1,000000,0,0,0,000000, ,0.01372,22,5,66339546,0,2449003,0,84791,150,100, ,
12,662,14,0010100000107XX,8462,0,1,36.184605,169.051666, ,61,21,-98,0,1,715,0,28,0,0,0,0, ,0.14869,24,50,35415020,0,367975,0,69533,2654729,1,1,000000,0,0,0,000000, ,0.01372,22,5,66339638,0,2449003,0,84791,155,100, ,
13,662,16,0010100000107XX,8462,0,1,36.148426,168.882645, ,61,21,-98,0,1,715,0,28,421,0,0,0, ,0.14869,24,50,35415020,0,367975,0,69533,2654729,1,1,000000,0,0,0,000000, ,0.01372,22,5,66339638,421,2449013,10,84791,155,100, ,
14,662,18,0010100000107XX,8462,0,1,36.130352,169.008698, ,61,21,-98,0,1,715,0,28,842,0,0,0, ,0.14869,24,50,35415020,0,367975,0,69533,2654729,1,1,000000,0,0,0,000000, ,0.01372,22,5,66339638,421,2449023,10,84791,155,100, ,
15,663,1,0010100000107XX,8462,0,1,36.094227,169.008698, ,61,21,-98,0,1,715,0,28,842,0,0,0, ,0.14869,24,50,35415020,0,367975,0,69533,2654729,1,1,000000,0,0,0,000000, ,0.01372,22,5,66339638,421,2449023,10,84791,155,100, ,
16,663,3,0010100000107XX,8462,0,1,36.058140,169.008698, ,61,21,-98,0,1,715,0,28,842,0,0,0, ,0.14869,24,50,35415020,0,367975,0,69533,2654729,1,1,000000,0,0,0,000000, ,0.01372,22,5,66339638,421,2449023,10,84791,155,100, ,
17,663,5,0010100000107XX,8462,0,1,36.022091,169.134689, ,61,21,-98,0,1,710,0,28,92,0,0,0, ,0.14869,24,50,35415020,0,367975,0,69533,2654729,1,1,000000,0,0,0,000000, ,0.01372,22,5,66340480,92,2449033,10,84792,160,100, ,
18,663,6,0010100000107XX,8462,0,1,36.004078,169.096115, ,61,21,-98,0,1,710,0,28,92,0,3,0, ,0.14869,24,50,35415020,0,367975,0,69533,2654729,1,1,000000,0,0,0,000000, ,0.01372,22,5,66340480,0,2449033,0,84792,160,100, ,
20,663,9,0010100000107XX,8462,0,1,36.282074,169.011566, ,61,21,-98,0,1,710,0,28,92,0,0,0, ,0.14869,24,50,35415612,0,367980,0,69534,2654732,1,1,000000,0,0,0,000000, ,0.01372,22,5,66340480,0,2449033,0,84792,160,100, ,
21,663,12,0010100000107XX,8462,0,1,36.227676,169.011566, ,61,21,-98,0,1,710,0,28,92,0,0,0, ,0.14869,24,50,35415612,0,367980,0,69534,2654732,1,1,000000,0,0,0,000000, ,0.01372,22,5,66340480,0,2449033,0,84792,160,100, ,
22,663,14,0010100000107XX,8462,0,1,36.191456,169.011566, ,61,21,-98,0,1,727,0,28,0,0,0,0, ,0.14869,24,50,35415612,0,367980,0,69534,2654732,1,1,000000,0,0,0,000000, ,0.01372,22,5,66340572,0,2449033,0,84792,170,100, ,
23,663,16,0010100000107XX,8462,0,1,36.155270,168.842590, ,61,21,-98,0,1,727,0,28,421,0,0,0, ,0.14869,24,50,35415612,0,367980,0,69534,2654732,1,1,000000,0,0,0,000000, ,0.01372,22,5,66340572,421,2449043,10,84792,170,100, ,
24,663,18,0010100000107XX,8462,0,1,36.137192,168.968658, ,61,21,-98,0,1,727,0,28,842,0,0,0, ,0.14869,24,50,35415612,0,367980,0,69534,2654732,1,1,000000,0,0,0,000000, ,0.01372,22,5,66340572,421,2449053,10,84792,170,100, ,
25,664,0,0010100000107XX,8462,0,1,36.119122,168.968658, ,61,21,-98,0,1,727,0,28,842,0,0,0, ,0.14869,24,50,35415612,0,367980,0,69534,2654732,1,1,000000,0,0,0,000000, ,0.01372,22,5,66340572,421,2449053,10,84792,170,100, ,
26,664,2,0010100000107XX,8462,0,1,36.083012,168.968658, ,61,21,-98,0,1,727,0,28,842,0,0,0, ,0.14869,24,50,35415612,0,367980,0,69534,2654732,1,1,000000,0,0,0,000000, ,0.01372,22,5,66340572,421,2449053,10,84792,170,100, ,
27,664,4,0010100000107XX,8462,0,1,36.046936,168.968658, ,61,21,-98,0,1,720,0,28,421,0,0,0, ,0.14869,24,50,35415612,0,367980,0,69534,2654732,1,1,000000,0,0,0,000000, ,0.01372,22,5,66340993,421,2449053,10,84792,160,100, ,
28,664,7,0010100000107XX,8462,0,1,35.992889,168.971588, ,61,21,-98,0,1,720,0,28,92,0,0,0, ,0.14869,24,50,35415612,0,367980,0,69534,2654732,1,1,000000,0,0,0,000000, ,0.01372,22,5,66341414,0,2449063,0,84792,150,100, ,
29,664,9,0010100000107XX,8462,0,1,35.992889,168.971588, ,61,21,-98,0,1,720,0,28,92,0,0,0, ,0.14869,24,50,35415612,0,367980,0,69534,2654732,1,1,000000,0,0,0,000000, ,0.01372,22,5,66341414,0,2449063,0,84792,150,100, ,
31,664,11,0010100000107XX,8462,0,1,35.956902,168.971588, ,61,21,-98,0,1,720,0,28,92,0,0,0, ,0.14869,24,50,35415612,0,367980,0,69534,2654732,1,1,000000,0,0,0,000000, ,0.01372,22,5,66341414,0,2449063,0,84792,150,100, ,
32,664,13,0010100000107XX,8462,0,1,35.920952,168.971588, ,61,21,-98,0,1,720,0,28,0,276,0,0, ,0.14869,24,50,35415612,0,367980,0,69534,2654732,1,1,000000,0,0,0,000000, ,0.01372,22,5,66341506,0,2449063,0,84793,160,100, ,
33,664,16,0010100000107XX,8462,0,1,35.867096,168.945160, ,61,21,-98,0,1,720,0,28,706,276,0,0, ,0.14869,24,50,35415612,0,367980,0,69534,2654732,1,1,000000,0,0,0,000000, ,0.01372,22,5,66341506,421,2449086,10,84793,160,100, ,
34,664,18,0010100000107XX,8462,0,1,35.849163,169.071182, ,61,21,-98,0,1,720,0,28,1127,276,0,0, ,0.14869,24,50,35415612,0,367980,0,69534,2654732,1,1,000000,0,0,0,000000, ,0.01372,22,5,66341506,421,2449096,10,84793,160,100, ,
35,665,0,0010100000107XX,8462,0,1,35.831238,169.071182, ,61,21,-98,0,1,720,0,28,1127,276,0,0, ,0.14869,24,50,35415612,0,367980,0,69534,2654732,1,1,000000,0,0,0,000000, ,0.01372,22,5,66341506,421,2449096,10,84793,160,100, ,
36,665,2,0010100000107XX,8462,0,1,35.795414,169.071182, ,61,21,-98,0,1,720,0,28,1127,276,0,0, ,0.14869,24,50,35415612,0,367980,0,69534,2654732,1,1,000000,0,0,0,000000, ,0.01372,22,5,66341506,421,2449096,10,84793,160,100, ,
37,665,3,0010100000107XX,8462,0,1,35.777515,169.071182, ,61,21,-98,0,1,842,0,28,842,0,3,0, ,0.14869,24,50,35415612,0,367980,0,69534,2654732,1,1,000000,0,0,0,000000, ,0.01372,22,5,66341791,421,2449096,10,84794,165,100, ,
38,665,4,0010100000107XX,8462,0,1,36.055626,169.071182, ,61,21,-98,0,1,720,0,28,421,0,58,0, ,0.14869,24,50,35416204,592,367985,5,69535,2654735,1,1,000000,0,0,0,000000, ,0.01372,22,5,66342212,421,2449096,10,84794,155,100, ,
39,665,9,0010100000107XX,8462,0,1,36.297272,169.073959, ,61,21,-98,0,1,720,0,28,92,0,0,0, ,0.14869,24,50,35416796,0,367990,0,69536,2654793,1,1,000000,0,0,0,000000, ,0.01372,22,5,66342633,0,2449106,0,84794,165,100, ,
40,665,11,0010100000107XX,8462,0,1,36.260983,169.073959, ,61,21,-98,0,1,720,0,28,92,0,0,0, ,0.14869,24,50,35416796,0,367990,0,69536,2654793,1,1,000000,0,0,0,000000, ,0.01372,22,5,66342633,0,2449106,0,84794,165,100, ,
42,665,13,0010100000107XX,8462,0,1,36.224728,169.073959, ,61,21,-98,0,1,720,0,28,0,0,0,0, ,0.14869,24,50,35416796,0,367990,0,69536,2654793,1,1,000000,0,0,0,000000, ,0.01372,22,5,66342725,0,2449106,0,84794,155,100, ,
